id,Class,Family
ENSDARG00000086631,TF,zf-C2H2
ENSDARG00000100927,TF,RHD
ENSDARG00000111824,TF,zf-C2H2
ENSDARG00000062902,TF,Tub
ENSDARG00000087438,TF,ETS
ENSDARG00000092816,TF,zf-BED
ENSDARG00000067976,TF,ESR-like
ENSDARG00000077038,TF,HMG
ENSDARG00000103582,TF,zf-C2H2
ENSDARG00000059337,TF,Homeobox
ENSDARG00000079236,TF,zf-C2H2
ENSDARG00000115813,TF,Homeobox
ENSDARG00000088290,TF,Fork_head
ENSDARG00000091477,TF,zf-C2H2
ENSDARG00000062060,TF,SAND
ENSDARG00000103777,TF,zf-C2H2
ENSDARG00000017400,TF,zf-C2H2
ENSDARG00000000767,TF,ETS
ENSDARG00000078954,TF,RXR-like
ENSDARG00000020964,TF,THAP
ENSDARG00000025899,TF,Homeobox
ENSDARG00000098071,TF,zf-C2H2
ENSDARG00000115051,TF,Homeobox
ENSDARG00000019566,TF,bHLH
ENSDARG00000113666,TF,zf-C2H2
ENSDARG00000109820,TF,bHLH
ENSDARG00000099173,TF,zf-C2H2
ENSDARG00000005574,TF,Homeobox
ENSDARG00000007387,TF,IRF
ENSDARG00000104641,TF,zf-C2H2
ENSDARG00000103196,TF,zf-C2H2
ENSDARG00000098876,TF,zf-C2H2
ENSDARG00000111799,TF,zf-C2H2
ENSDARG00000030844,TF,zf-C2H2
ENSDARG00000105137,TF,zf-C2H2
ENSDARG00000030110,TF,bHLH
ENSDARG00000056395,TF,CUT
ENSDARG00000112223,TF,THAP
ENSDARG00000114646,TF,zf-C2H2
ENSDARG00000116377,TF,Homeobox
ENSDARG00000105689,TF,zf-C2H2
ENSDARG00000094725,TF,zf-C2H2
ENSDARG00000071868,TF,zf-C2H2
ENSDARG00000114230,TF,Homeobox
ENSDARG00000111845,TF,DACH
ENSDARG00000094107,TF,MYB
ENSDARG00000077304,TF,ETS
ENSDARG00000114307,TF,THAP
ENSDARG00000071394,TF,Fork_head
ENSDARG00000103795,TF,zf-C2H2
ENSDARG00000098999,TF,THAP
ENSDARG00000070337,TF,Homeobox
ENSDARG00000110502,TF,zf-C2H2
ENSDARG00000100294,TF,zf-C2H2
ENSDARG00000014722,TF,bHLH
ENSDARG00000067669,TF,zf-GATA
ENSDARG00000076118,TF,zf-LITAF-like
ENSDARG00000041839,TF,TSC22
ENSDARG00000032197,TF,zf-C2H2
ENSDARG00000100883,TF,zf-C2H2
ENSDARG00000109473,TF,NGFIB-like
ENSDARG00000026473,TF,Homeobox
ENSDARG00000010630,TF,Homeobox
ENSDARG00000112606,TF,zf-C2H2
ENSDARG00000054030,TF,Homeobox
ENSDARG00000104860,TF,zf-C2H2
ENSDARG00000100908,TF,HTH
ENSDARG00000071583,TF,zf-C2H2
ENSDARG00000017917,TF,bHLH
ENSDARG00000098758,TF,zf-C2H2
ENSDARG00000035151,TF,zf-C2H2
ENSDARG00000037421,TF,zf-C2H2
ENSDARG00000097481,TF,zf-C2H2
ENSDARG00000101319,TF,zf-C2H2
ENSDARG00000114163,TF,TF_bZIP
ENSDARG00000099839,TF,THAP
ENSDARG00000053298,TF,Homeobox
ENSDARG00000103361,TF,zf-C2H2
ENSDARG00000101998,TF,zf-C2H2
ENSDARG00000101790,TF,zf-C2H2
ENSDARG00000071150,TF,HMG
ENSDARG00000091762,TF,ZBTB
ENSDARG00000097620,TF,zf-C2H2
ENSDARG00000075639,TF,zf-C2H2
ENSDARG00000015674,TF,Homeobox
ENSDARG00000098027,TF,zf-C2H2
ENSDARG00000091059,TF,CUT
ENSDARG00000076437,TF,THAP
ENSDARG00000045371,TF,zf-C2H2
ENSDARG00000099544,TF,zf-C2H2
ENSDARG00000112960,TF,zf-C2H2
ENSDARG00000087645,TF,zf-C2H2
ENSDARG00000029930,TF,ETS
ENSDARG00000006266,TF,STAT
ENSDARG00000096000,TF,zf-C2H2
ENSDARG00000056175,TF,zf-C2H2
ENSDARG00000105219,TF,zf-C2H2
ENSDARG00000102370,TF,zf-C2H2
ENSDARG00000056130,TF,bHLH
ENSDARG00000086626,TF,zf-C2H2
ENSDARG00000017168,TF,RXR-like
ENSDARG00000113192,TF,zf-C2H2
ENSDARG00000107425,TF,zf-C2H2
ENSDARG00000112751,TF,THAP
ENSDARG00000004861,TF,ESR-like
ENSDARG00000116717,TF,zf-C2H2
ENSDARG00000077473,TF,bHLH
ENSDARG00000116920,TF,zf-C2H2
ENSDARG00000069866,TF,HMG
ENSDARG00000112933,TF,HTH
ENSDARG00000100466,TF,TF_bZIP
ENSDARG00000112638,TF,HMG
ENSDARG00000040321,TF,Homeobox
ENSDARG00000076134,TF,zf-C2H2
ENSDARG00000017886,TF,ZBTB
ENSDARG00000116941,TF,TF_bZIP
ENSDARG00000099583,TF,zf-C2H2
ENSDARG00000116139,TF,Homeobox
ENSDARG00000101593,TF,zf-C2H2
ENSDARG00000115868,TF,zf-C2H2
ENSDARG00000052351,TF,zf-C2H2
ENSDARG00000045166,TF,bHLH
ENSDARG00000101831,TF,Homeobox
ENSDARG00000043492,TF,IRF
ENSDARG00000098987,TF,zf-C2H2
ENSDARG00000055158,TF,HPD
ENSDARG00000003607,TF,RXR-like
ENSDARG00000031983,TF,Homeobox
ENSDARG00000112928,TF,zf-C2H2
ENSDARG00000113626,TF,zf-C2H2
ENSDARG00000103721,TF,zf-C2H2
ENSDARG00000075470,TF,zf-C2H2
ENSDARG00000007369,TF,HMG
ENSDARG00000086345,TF,CUT
ENSDARG00000015355,TF,TF_bZIP
ENSDARG00000103954,TF,zf-C2H2
ENSDARG00000091967,TF,MYB
ENSDARG00000112022,TF,Fork_head
ENSDARG00000074070,TF,Homeobox
ENSDARG00000031426,TF,CSRNP_N
ENSDARG00000025641,TF,zf-C2H2
ENSDARG00000103868,TF,E2F
ENSDARG00000041689,TF,bHLH
ENSDARG00000035821,TF,THAP
ENSDARG00000111050,TF,TF_bZIP
ENSDARG00000086720,TF,zf-C2H2
ENSDARG00000019459,TF,ETS
ENSDARG00000069552,TF,bHLH
ENSDARG00000096756,TF,bHLH
ENSDARG00000116260,TF,ZBTB
ENSDARG00000114140,TF,zf-C2H2
ENSDARG00000075295,TF,Tub
ENSDARG00000105279,TF,THAP
ENSDARG00000053868,TF,ETS
ENSDARG00000110743,TF,Fork_head
ENSDARG00000069988,TF,ARID
ENSDARG00000093420,TF,TF_bZIP
ENSDARG00000056819,TF,Homeobox
ENSDARG00000060925,TF,ARID
ENSDARG00000104162,TF,Homeobox
ENSDARG00000110923,TF,ETS
ENSDARG00000040911,TF,Homeobox
ENSDARG00000111193,TF,THAP
ENSDARG00000101523,TF,Homeobox
ENSDARG00000009922,TF,Homeobox
ENSDARG00000078004,TF,zf-C2H2
ENSDARG00000098273,TF,ZBTB
ENSDARG00000001210,TF,THAP
ENSDARG00000043821,TF,zf-C2H2
ENSDARG00000039602,TF,bHLH
ENSDARG00000114805,TF,THAP
ENSDARG00000097928,TF,zf-C2H2
ENSDARG00000059474,TF,bHLH
ENSDARG00000115381,TF,IRF
ENSDARG00000074897,TF,bHLH
ENSDARG00000076214,TF,zf-C2H2
ENSDARG00000115220,TF,zf-C2H2
ENSDARG00000070352,TF,Homeobox
ENSDARG00000009822,TF,bHLH
ENSDARG00000093424,TF,zf-C2H2
ENSDARG00000091127,TF,zf-C2H2
ENSDARG00000113922,TF,zf-C2H2
ENSDARG00000015482,TF,zf-C2H2
ENSDARG00000110597,TF,bHLH
ENSDARG00000112070,TF,zf-C2H2
ENSDARG00000096107,TF,zf-C2H2
ENSDARG00000061352,TF,zf-C2H2
ENSDARG00000059354,TF,NCU-G1
ENSDARG00000074319,TF,zf-C2H2
ENSDARG00000102062,TF,zf-C2H2
ENSDARG00000113145,TF,Homeobox
ENSDARG00000105074,TF,zf-C2H2
ENSDARG00000104678,TF,zf-C2H2
ENSDARG00000105532,TF,zf-C2H2
ENSDARG00000093157,TF,zf-C2H2
ENSDARG00000093240,TF,SAND
ENSDARG00000102635,TF,zf-C2H2
ENSDARG00000104407,TF,zf-C2H2
ENSDARG00000110856,TF,RXR-like
ENSDARG00000045936,TF,PAX
ENSDARG00000042689,TF,ZBTB
ENSDARG00000117113,TF,zf-C2H2
ENSDARG00000111950,TF,bHLH
ENSDARG00000032039,TF,bHLH
ENSDARG00000105127,TF,zf-C2H2
ENSDARG00000092174,TF,TF_bZIP
ENSDARG00000055276,TF,RHD
ENSDARG00000052826,TF,Runt
ENSDARG00000112586,TF,zf-C2H2
ENSDARG00000071741,TF,zf-C2H2
ENSDARG00000094109,TF,zf-C2H2
ENSDARG00000097442,TF,zf-C2H2
ENSDARG00000116393,TF,zf-C2HC
ENSDARG00000091408,TF,TSC22
ENSDARG00000020133,TF,TF_bZIP
ENSDARG00000100398,TF,PAX
ENSDARG00000054560,TF,bHLH
ENSDARG00000041381,TF,bHLH
ENSDARG00000100214,TF,zf-C2H2
ENSDARG00000076520,TF,TF_bZIP
ENSDARG00000094563,TF,zf-C2H2
ENSDARG00000110248,TF,bHLH
ENSDARG00000009134,TF,Homeobox
ENSDARG00000087835,TF,THAP
ENSDARG00000115382,TF,Homeobox
ENSDARG00000092152,TF,zf-C2H2
ENSDARG00000101954,TF,Homeobox
ENSDARG00000053301,TF,zf-C2H2
ENSDARG00000099890,TF,zf-C2H2
ENSDARG00000058039,TF,bHLH
ENSDARG00000109749,TF,zf-C2H2
ENSDARG00000116037,TF,THAP
ENSDARG00000009470,TF,Homeobox
ENSDARG00000103341,TF,zf-C2H2
ENSDARG00000077712,TF,zf-C2H2
ENSDARG00000044485,TF,zf-C2H2
ENSDARG00000010794,TF,bHLH
ENSDARG00000057527,TF,SRF
ENSDARG00000069382,TF,Homeobox
ENSDARG00000113365,TF,zf-C2H2
ENSDARG00000103348,TF,zf-C2H2
ENSDARG00000102898,TF,zf-C2H2
ENSDARG00000103658,TF,zf-C2H2
ENSDARG00000102556,TF,RHD
ENSDARG00000079631,TF,zf-C2H2
ENSDARG00000059280,TF,Homeobox
ENSDARG00000016526,TF,zf-GATA
ENSDARG00000101859,TF,bHLH
ENSDARG00000029263,TF,Homeobox
ENSDARG00000030402,TF,bHLH
ENSDARG00000068194,TF,zf-C2H2
ENSDARG00000071684,TF,Homeobox
ENSDARG00000102550,TF,Homeobox
ENSDARG00000114716,TF,zf-C2H2
ENSDARG00000090160,TF,zf-C2H2
ENSDARG00000052348,TF,MYB
ENSDARG00000098696,TF,RHD
ENSDARG00000086393,TF,Homeobox
ENSDARG00000091481,TF,Fork_head
ENSDARG00000067797,TF,ETS
ENSDARG00000004111,TF,ESR-like
ENSDARG00000070463,TF,E2F
ENSDARG00000116117,TF,zf-C2H2
ENSDARG00000099247,TF,SAND
ENSDARG00000103981,TF,bHLH
ENSDARG00000038687,TF,RHD
ENSDARG00000006253,TF,MYB
ENSDARG00000056783,TF,THR-like
ENSDARG00000102501,TF,Homeobox
ENSDARG00000039756,TF,Homeobox
ENSDARG00000021833,TF,bHLH
ENSDARG00000018611,TF,Homeobox
ENSDARG00000058011,TF,Homeobox
ENSDARG00000111465,TF,zf-C2H2
ENSDARG00000112878,TF,zf-C2H2
ENSDARG00000115855,TF,ETS
ENSDARG00000004695,TF,Homeobox
ENSDARG00000017397,TF,MYB
ENSDARG00000111979,TF,zf-C2H2
ENSDARG00000103720,TF,zf-CCCH
ENSDARG00000045094,TF,MH1
ENSDARG00000054632,TF,ETS
ENSDARG00000078018,TF,zf-C2H2
ENSDARG00000042526,TF,Homeobox
ENSDARG00000021855,TF,bHLH
ENSDARG00000027082,TF,Homeobox
ENSDARG00000037238,TF,MH1
ENSDARG00000100961,TF,zf-C2H2
ENSDARG00000111635,TF,Homeobox
ENSDARG00000071581,TF,zf-C2H2
ENSDARG00000093129,TF,Fork_head
ENSDARG00000075116,TF,zf-C2H2
ENSDARG00000093656,TF,zf-C2H2
ENSDARG00000115233,TF,Homeobox
ENSDARG00000057936,TF,Homeobox
ENSDARG00000112473,TF,zf-C2H2
ENSDARG00000021232,TF,Homeobox
ENSDARG00000016854,TF,bHLH
ENSDARG00000070658,TF,ZBTB
ENSDARG00000116765,TF,zf-C2H2
ENSDARG00000092784,TF,zf-C2H2
ENSDARG00000114364,TF,zf-C2H2
ENSDARG00000040214,TF,zf-C2H2
ENSDARG00000028348,TF,PAX
ENSDARG00000113123,TF,zf-C2H2
ENSDARG00000028335,TF,HMGA
ENSDARG00000031316,TF,Homeobox
ENSDARG00000104090,TF,TF_bZIP
ENSDARG00000115818,TF,zf-C2H2
ENSDARG00000097947,TF,bHLH
ENSDARG00000040137,TF,TF_bZIP
ENSDARG00000079760,TF,zf-C2H2
ENSDARG00000094514,TF,zf-C2H2
ENSDARG00000013279,TF,zf-C2H2
ENSDARG00000100509,TF,zf-C2H2
ENSDARG00000105696,TF,zf-C2H2
ENSDARG00000110100,TF,zf-C2H2
ENSDARG00000101807,TF,zf-C2H2
ENSDARG00000063649,TF,TEA
ENSDARG00000087330,TF,zf-C2H2
ENSDARG00000040432,TF,zf-C2H2
ENSDARG00000035984,TF,Homeobox
ENSDARG00000036698,TF,zf-C2H2
ENSDARG00000101919,TF,Fork_head
ENSDARG00000114793,TF,zf-C2H2
ENSDARG00000003165,TF,RXR-like
ENSDARG00000103346,TF,zf-C2H2
ENSDARG00000115846,TF,zf-C2H2
ENSDARG00000112357,TF,ESR-like
ENSDARG00000111757,TF,THR-like
ENSDARG00000035508,TF,Homeobox
ENSDARG00000112713,TF,Pou
ENSDARG00000026513,TF,Homeobox
ENSDARG00000092269,TF,zf-C2H2
ENSDARG00000104335,TF,zf-C2H2
ENSDARG00000036094,TF,zf-MIZ
ENSDARG00000008174,TF,Homeobox
ENSDARG00000074030,TF,zf-C2HC
ENSDARG00000102665,TF,zf-C2H2
ENSDARG00000099070,TF,zf-C2H2
ENSDARG00000036292,TF,Homeobox
ENSDARG00000069737,TF,Pou
ENSDARG00000022952,TF,zf-C2H2
ENSDARG00000071097,TF,zf-C2H2
ENSDARG00000102008,TF,zf-C2H2
ENSDARG00000068366,TF,zf-C2H2
ENSDARG00000059483,TF,TEA
ENSDARG00000007406,TF,Homeobox
ENSDARG00000114947,TF,zf-C2H2
ENSDARG00000101369,TF,TF_bZIP
ENSDARG00000115932,TF,CSD
ENSDARG00000112449,TF,zf-C2H2
ENSDARG00000097261,TF,zf-C2H2
ENSDARG00000114449,TF,Homeobox
ENSDARG00000094175,TF,zf-C2H2
ENSDARG00000103310,TF,zf-C2H2
ENSDARG00000115655,TF,zf-C2H2
ENSDARG00000100421,TF,zf-C2H2
ENSDARG00000070351,TF,Homeobox
ENSDARG00000117156,TF,zf-C2H2
ENSDARG00000087290,TF,zf-C2H2
ENSDARG00000089142,TF,zf-C2H2
ENSDARG00000075545,TF,zf-C2H2
ENSDARG00000115456,TF,zf-C2H2
ENSDARG00000104735,TF,Homeobox
ENSDARG00000057680,TF,Fork_head
ENSDARG00000074548,TF,ZBTB
ENSDARG00000116054,TF,ZBTB
ENSDARG00000018688,TF,ETS
ENSDARG00000025495,TF,bHLH
ENSDARG00000092503,TF,ARID
ENSDARG00000099245,TF,zf-C2H2
ENSDARG00000088844,TF,SAND
ENSDARG00000115896,TF,HMG
ENSDARG00000105562,TF,TF_bZIP
ENSDARG00000076010,TF,bHLH
ENSDARG00000099999,TF,bHLH
ENSDARG00000093170,TF,SRF
ENSDARG00000093562,TF,zf-C2H2
ENSDARG00000040764,TF,bHLH
ENSDARG00000055750,TF,Fork_head
ENSDARG00000101959,TF,ETS
ENSDARG00000100479,TF,zf-C2H2
ENSDARG00000098032,TF,zf-C2H2
ENSDARG00000112976,TF,GTF2I
ENSDARG00000099331,TF,zf-C2H2
ENSDARG00000034893,TF,THR-like
ENSDARG00000102837,TF,zf-C2H2
ENSDARG00000114543,TF,zf-MIZ
ENSDARG00000046019,TF,zf-C2H2
ENSDARG00000114392,TF,THAP
ENSDARG00000012788,TF,Fork_head
ENSDARG00000104262,TF,zf-C2H2
ENSDARG00000070951,TF,HMGA
ENSDARG00000110917,TF,zf-C2H2
ENSDARG00000112010,TF,PC4
ENSDARG00000103527,TF,zf-C2H2
ENSDARG00000002779,TF,Homeobox
ENSDARG00000031562,TF,MYB
ENSDARG00000092354,TF,zf-C2H2
ENSDARG00000009418,TF,SRF
ENSDARG00000071719,TF,zf-C2H2
ENSDARG00000055792,TF,Fork_head
ENSDARG00000055690,TF,THAP
ENSDARG00000117116,TF,zf-GATA
ENSDARG00000098986,TF,zf-C2H2
ENSDARG00000105834,TF,zf-C2H2
ENSDARG00000111082,TF,THR-like
ENSDARG00000103417,TF,zf-C2H2
ENSDARG00000111233,TF,PAX
ENSDARG00000075107,TF,Homeobox
ENSDARG00000032285,TF,zf-C2H2
ENSDARG00000077353,TF,zf-GATA
ENSDARG00000102867,TF,SRF
ENSDARG00000070477,TF,MYB
ENSDARG00000101327,TF,zf-C2H2
ENSDARG00000039899,TF,ZBTB
ENSDARG00000100591,TF,HMG
ENSDARG00000042796,TF,zf-C2H2
ENSDARG00000078324,TF,zf-C2H2
ENSDARG00000114521,TF,zf-C2H2
ENSDARG00000111998,TF,zf-C2H2
ENSDARG00000114967,TF,DM
ENSDARG00000089434,TF,ETS
ENSDARG00000100803,TF,zf-C2H2
ENSDARG00000030297,TF,HMG
ENSDARG00000104350,TF,SAND
ENSDARG00000088331,TF,zf-C2H2
ENSDARG00000071418,TF,Homeobox
ENSDARG00000063258,TF,RFX
ENSDARG00000110506,TF,ZBTB
ENSDARG00000109275,TF,Homeobox
ENSDARG00000109950,TF,Homeobox
ENSDARG00000042180,TF,Fork_head
ENSDARG00000028731,TF,STAT
ENSDARG00000111016,TF,TF_bZIP
ENSDARG00000096120,TF,zf-C2H2
ENSDARG00000027658,TF,IRF
ENSDARG00000098730,TF,Homeobox
ENSDARG00000102139,TF,zf-C2H2
ENSDARG00000100882,TF,zf-C2H2
ENSDARG00000109287,TF,Homeobox
ENSDARG00000100055,TF,HMG
ENSDARG00000008454,TF,Others
ENSDARG00000011299,TF,Others
ENSDARG00000011564,TF,Others
ENSDARG00000016730,TF,Others
ENSDARG00000016771,TF,Others
ENSDARG00000018492,TF,Others
ENSDARG00000019950,TF,Others
ENSDARG00000023659,TF,Others
ENSDARG00000026489,TF,Others
ENSDARG00000027403,TF,Others
ENSDARG00000027612,TF,Others
ENSDARG00000028431,TF,Others
ENSDARG00000031954,TF,Others
ENSDARG00000034293,TF,Others
ENSDARG00000035678,TF,Others
ENSDARG00000036281,TF,Others
ENSDARG00000036489,TF,Others
ENSDARG00000037030,TF,Others
ENSDARG00000040727,TF,Others
ENSDARG00000040861,TF,Others
ENSDARG00000042496,TF,Others
ENSDARG00000045401,TF,Others
ENSDARG00000045857,TF,Others
ENSDARG00000045874,TF,Others
ENSDARG00000052122,TF,Others
ENSDARG00000053864,TF,Others
ENSDARG00000056856,TF,Others
ENSDARG00000057414,TF,Others
ENSDARG00000057671,TF,Others
ENSDARG00000057708,TF,Others
ENSDARG00000057997,TF,Others
ENSDARG00000059398,TF,Others
ENSDARG00000060113,TF,Others
ENSDARG00000060600,TF,Others
ENSDARG00000067591,TF,Others
ENSDARG00000068822,TF,Others
ENSDARG00000069432,TF,Others
ENSDARG00000070485,TF,Others
ENSDARG00000070922,TF,Others
ENSDARG00000074468,TF,Others
ENSDARG00000075569,TF,Others
ENSDARG00000076928,TF,Others
ENSDARG00000077013,TF,Others
ENSDARG00000077530,TF,Others
ENSDARG00000091512,TF,Others
ENSDARG00000093022,TF,Others
ENSDARG00000093799,TF,Others
ENSDARG00000098348,TF,Others
ENSDARG00000099187,TF,Others
ENSDARG00000100536,TF,Others
ENSDARG00000101602,TF,Others
ENSDARG00000102267,TF,Others
ENSDARG00000103388,TF,Others
ENSDARG00000103791,TF,Others
ENSDARG00000104049,TF,Others
ENSDARG00000104325,TF,Others
ENSDARG00000109958,TF,Others
ENSDARG00000113223,TF,Others
ENSDARG00000115892,TF,Others
ENSDARG00000000516,TF-cofactor,Ankyrin repeat
ENSDARG00000000568,TF-cofactor,GTF
ENSDARG00000000729,TF-cofactor,Other_CRF
ENSDARG00000001220,TF-cofactor,Others
ENSDARG00000001249,TF-cofactor,PCGF
ENSDARG00000001754,TF-cofactor,Others
ENSDARG00000001929,TF-cofactor,Others
ENSDARG00000001969,TF-cofactor,Others
ENSDARG00000002002,TF-cofactor,LIM
ENSDARG00000002060,TF-cofactor,GTF
ENSDARG00000002077,TF-cofactor,Others
ENSDARG00000002402,TF-cofactor,Others
ENSDARG00000002591,TF-cofactor,Other_CRF
ENSDARG00000002597,TF-cofactor,Other_CRF
ENSDARG00000002722,TF-cofactor,Ankyrin repeat
ENSDARG00000002750,TF-cofactor,PHF
ENSDARG00000002970,TF-cofactor,SS18
ENSDARG00000003021,TF-cofactor,Histone deacetylase
ENSDARG00000003098,TF-cofactor,Lysine demethylase
ENSDARG00000003403,TF-cofactor,Others
ENSDARG00000003531,TF-cofactor,TEF
ENSDARG00000003615,TF-cofactor,SLC
ENSDARG00000003680,TF-cofactor,Others
ENSDARG00000003860,TF-cofactor,Chromobox
ENSDARG00000003920,TF-cofactor,SET
ENSDARG00000004174,TF-cofactor,CCR4-NOT
ENSDARG00000004297,TF-cofactor,Others
ENSDARG00000004427,TF-cofactor,Others
ENSDARG00000004433,TF-cofactor,Others
ENSDARG00000004537,TF-cofactor,Lysine methyltransferase
ENSDARG00000004632,TF-cofactor,Others
ENSDARG00000004735,TF-cofactor,HNRNP
ENSDARG00000004785,TF-cofactor,Others
ENSDARG00000004939,TF-cofactor,Others
ENSDARG00000005002,TF-cofactor,GTF
ENSDARG00000005372,TF-cofactor,CAMK
ENSDARG00000005481,TF-cofactor,NFKB associated
ENSDARG00000005590,TF-cofactor,Others
ENSDARG00000005980,TF-cofactor,Others
ENSDARG00000006010,TF-cofactor,Others
ENSDARG00000006124,TF-cofactor,Lysine demethylase
ENSDARG00000006169,TF-cofactor,Other_CRF
ENSDARG00000006196,TF-cofactor,Others
ENSDARG00000006219,TF-cofactor,Others
ENSDARG00000006235,TF-cofactor,Other_CRF
ENSDARG00000006251,TF-cofactor,GTF
ENSDARG00000006487,TF-cofactor,ANP
ENSDARG00000006524,TF-cofactor,SUPT
ENSDARG00000006584,TF-cofactor,PHF
ENSDARG00000006621,TF-cofactor,Others
ENSDARG00000006766,TF-cofactor,Others
ENSDARG00000006782,TF-cofactor,Other_Co-activator/repressors
ENSDARG00000007034,TF-cofactor,HNRNP
ENSDARG00000007219,TF-cofactor,Actin
ENSDARG00000007276,TF-cofactor,Others
ENSDARG00000007405,TF-cofactor,Others
ENSDARG00000007485,TF-cofactor,Others
ENSDARG00000007496,TF-cofactor,Others
ENSDARG00000007601,TF-cofactor,Zinc finger
ENSDARG00000007614,TF-cofactor,WW
ENSDARG00000007657,TF-cofactor,Cyclin
ENSDARG00000007755,TF-cofactor,WD
ENSDARG00000008020,TF-cofactor,Mediator complex
ENSDARG00000008026,TF-cofactor,FAM
ENSDARG00000008107,TF-cofactor,Others
ENSDARG00000008141,TF-cofactor,Other_Co-activator/repressors
ENSDARG00000008186,TF-cofactor,Others
ENSDARG00000008380,TF-cofactor,Bromodomain
ENSDARG00000008384,TF-cofactor,Histone deacetylase
ENSDARG00000008740,TF-cofactor,Others
ENSDARG00000008852,TF-cofactor,ELP
ENSDARG00000008947,TF-cofactor,Others
ENSDARG00000009170,TF-cofactor,Others
ENSDARG00000009472,TF-cofactor,Mediator complex
ENSDARG00000009607,TF-cofactor,Cyclin
ENSDARG00000009681,TF-cofactor,Mediator complex
ENSDARG00000009950,TF-cofactor,Others
ENSDARG00000009953,TF-cofactor,Mediator complex
ENSDARG00000009958,TF-cofactor,Others
ENSDARG00000010246,TF-cofactor,Arginine methyltransferase
ENSDARG00000010381,TF-cofactor,Ring finger protein
ENSDARG00000010434,TF-cofactor,Others
ENSDARG00000010571,TF-cofactor,Others
ENSDARG00000010673,TF-cofactor,Tripartite motif
ENSDARG00000010756,TF-cofactor,Others
ENSDARG00000010873,TF-cofactor,RNA helicase
ENSDARG00000011000,TF-cofactor,GTF
ENSDARG00000011094,TF-cofactor,Cyclin
ENSDARG00000011360,TF-cofactor,Nuclear coactivator
ENSDARG00000011488,TF-cofactor,Sirtuin
ENSDARG00000011545,TF-cofactor,Others
ENSDARG00000011613,TF-cofactor,RNA binding protein
ENSDARG00000011662,TF-cofactor,Others
ENSDARG00000012219,TF-cofactor,DPF
ENSDARG00000012397,TF-cofactor,EYA
ENSDARG00000012519,TF-cofactor,Others
ENSDARG00000012577,TF-cofactor,WW
ENSDARG00000013004,TF-cofactor,Others
ENSDARG00000013058,TF-cofactor,ASCC
ENSDARG00000013078,TF-cofactor,Others
ENSDARG00000013434,TF-cofactor,Others
ENSDARG00000013461,TF-cofactor,SUPT
ENSDARG00000013582,TF-cofactor,Casein
ENSDARG00000013997,TF-cofactor,Others
ENSDARG00000014041,TF-cofactor,SWI/SNF
ENSDARG00000014148,TF-cofactor,Mediator complex
ENSDARG00000014222,TF-cofactor,Casein
ENSDARG00000014244,TF-cofactor,RNA binding protein
ENSDARG00000014259,TF-cofactor,EYA
ENSDARG00000014273,TF-cofactor,CAMK
ENSDARG00000014571,TF-cofactor,Casein
ENSDARG00000014591,TF-cofactor,Others
ENSDARG00000014746,TF-cofactor,Others
ENSDARG00000014994,TF-cofactor,TATA-box
ENSDARG00000015053,TF-cofactor,Others
ENSDARG00000015427,TF-cofactor,Histone deacetylase
ENSDARG00000015471,TF-cofactor,CHD
ENSDARG00000015649,TF-cofactor,Others
ENSDARG00000015653,TF-cofactor,Others
ENSDARG00000015966,TF-cofactor,Others
ENSDARG00000016086,TF-cofactor,Others
ENSDARG00000016181,TF-cofactor,Tripartite motif
ENSDARG00000016200,TF-cofactor,Others
ENSDARG00000016496,TF-cofactor,Cyclin
ENSDARG00000016513,TF-cofactor,SET
ENSDARG00000016514,TF-cofactor,GTF
ENSDARG00000016527,TF-cofactor,Others
ENSDARG00000016903,TF-cofactor,WD
ENSDARG00000017037,TF-cofactor,Others
ENSDARG00000017084,TF-cofactor,Others
ENSDARG00000017199,TF-cofactor,ELP
ENSDARG00000017244,TF-cofactor,CHD
ENSDARG00000017272,TF-cofactor,Others
ENSDARG00000017522,TF-cofactor,Others
ENSDARG00000017525,TF-cofactor,Cyclin
ENSDARG00000017562,TF-cofactor,Others
ENSDARG00000017675,TF-cofactor,Others
ENSDARG00000017794,TF-cofactor,Others
ENSDARG00000017798,TF-cofactor,Other_Co-activator/repressors
ENSDARG00000017803,TF-cofactor,Others
ENSDARG00000017880,TF-cofactor,Others
ENSDARG00000017929,TF-cofactor,Nuclear receptor coactivator
ENSDARG00000018165,TF-cofactor,Others
ENSDARG00000018319,TF-cofactor,Others
ENSDARG00000018325,TF-cofactor,TATA-box
ENSDARG00000018383,TF-cofactor,Others
ENSDARG00000018559,TF-cofactor,Lysine demethylase
ENSDARG00000018691,TF-cofactor,PHF
ENSDARG00000018698,TF-cofactor,Others
ENSDARG00000018820,TF-cofactor,Others
ENSDARG00000018882,TF-cofactor,Others
ENSDARG00000018907,TF-cofactor,Lysine acetyltransferase
ENSDARG00000019004,TF-cofactor,SWI/SNF
ENSDARG00000019103,TF-cofactor,Lysine demethylase
ENSDARG00000019213,TF-cofactor,Others
ENSDARG00000019274,TF-cofactor,Others
ENSDARG00000019302,TF-cofactor,Others
ENSDARG00000019339,TF-cofactor,Others
ENSDARG00000019572,TF-cofactor,TATA-box
ENSDARG00000019579,TF-cofactor,LIM
ENSDARG00000019588,TF-cofactor,Others
ENSDARG00000019842,TF-cofactor,CCR4-NOT
ENSDARG00000019845,TF-cofactor,Others
ENSDARG00000020043,TF-cofactor,CCR4-NOT
